               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,             0.03979,            0.096679,           0.0014455,             0.97704,             0.97704,             0.99295,             0.78158,             0.02755,            0.057871,          0.00073652,            0.004786,            0.004786,            0.004786
                 160,            0.037134,            0.088768,           0.0014693,             0.97701,             0.97933,             0.99326,             0.80945,            0.028961,             0.05832,          0.00073786,            0.004753,            0.004753,            0.004753
                 161,             0.03694,            0.087828,           0.0014809,             0.96559,             0.96858,             0.99301,             0.73638,            0.027843,            0.057949,          0.00075321,             0.00472,             0.00472,             0.00472
                 162,            0.038671,             0.09347,           0.0014622,             0.98205,             0.97097,             0.99267,             0.75829,            0.028551,            0.058516,          0.00077515,            0.004687,            0.004687,            0.004687
                 163,            0.037501,            0.090002,           0.0019454,             0.97643,             0.97258,              0.9927,             0.79451,            0.027928,            0.058125,          0.00076571,            0.004654,            0.004654,            0.004654
                 164,            0.039092,            0.095491,           0.0017494,             0.97636,             0.98188,             0.99327,             0.80679,            0.028008,            0.056963,          0.00074358,            0.004621,            0.004621,            0.004621
                 165,            0.037214,            0.089409,           0.0017267,             0.97581,             0.98052,             0.99276,             0.77994,             0.02677,            0.056738,          0.00071964,            0.004588,            0.004588,            0.004588
                 166,               0.038,             0.09314,           0.0014565,             0.97498,             0.98027,             0.99308,             0.81014,            0.026279,            0.056123,          0.00070181,            0.004555,            0.004555,            0.004555
                 167,            0.036481,            0.087104,           0.0013519,             0.97561,             0.97835,              0.9925,             0.77368,            0.028539,            0.058262,          0.00068111,            0.004522,            0.004522,            0.004522
                 168,            0.037152,            0.086077,           0.0011975,             0.97053,             0.98268,             0.99253,             0.81142,            0.027323,             0.05708,          0.00067472,            0.004489,            0.004489,            0.004489
                 169,            0.037162,            0.090162,           0.0014536,             0.97264,             0.97619,             0.99282,             0.80801,             0.02818,            0.058135,          0.00066347,            0.004456,            0.004456,            0.004456
                 170,            0.035899,            0.087764,           0.0012821,             0.97948,             0.97355,             0.99316,             0.78789,            0.028281,            0.057295,          0.00065537,            0.004423,            0.004423,            0.004423
                 171,            0.036421,            0.091159,           0.0013193,             0.97745,             0.97352,             0.99279,             0.79665,            0.027948,            0.057227,          0.00066137,             0.00439,             0.00439,             0.00439
                 172,            0.035686,            0.085722,           0.0017187,             0.98312,             0.96924,             0.99292,             0.75977,            0.029715,            0.058545,          0.00067339,            0.004357,            0.004357,            0.004357
                 173,             0.03828,            0.088795,           0.0015369,             0.97982,             0.97186,             0.99311,             0.80672,            0.026663,            0.056973,          0.00067654,            0.004324,            0.004324,            0.004324
                 174,            0.038851,            0.089889,           0.0014297,             0.97258,             0.97142,             0.99261,             0.72075,            0.028527,            0.058154,          0.00066166,            0.004291,            0.004291,            0.004291
                 175,            0.037385,            0.087283,           0.0012974,             0.97102,             0.97075,             0.99269,             0.76712,            0.028111,            0.058047,           0.0006671,            0.004258,            0.004258,            0.004258
                 176,            0.036472,            0.091149,           0.0015727,             0.96753,             0.97977,             0.99264,             0.77994,            0.027066,            0.057793,          0.00066414,            0.004225,            0.004225,            0.004225
                 177,            0.036953,            0.088271,           0.0012991,             0.96819,             0.98313,             0.99276,             0.76646,            0.029489,                0.06,          0.00065622,            0.004192,            0.004192,            0.004192
                 178,            0.037129,             0.09048,           0.0013656,             0.97043,             0.98268,             0.99258,             0.79442,            0.028068,            0.059258,          0.00067348,            0.004159,            0.004159,            0.004159
                 179,            0.036664,            0.087727,            0.001512,             0.97565,             0.98175,             0.99294,             0.80094,            0.027088,             0.05752,          0.00066185,            0.004126,            0.004126,            0.004126
                 180,            0.035011,            0.085001,           0.0012139,             0.98383,               0.974,             0.99303,             0.83277,            0.026666,            0.057539,          0.00065899,            0.004093,            0.004093,            0.004093
                 181,            0.035149,            0.085783,           0.0011919,             0.97952,             0.97327,             0.99282,             0.82183,            0.028724,            0.060107,          0.00064516,             0.00406,             0.00406,             0.00406
                 182,            0.035741,            0.085741,            0.001247,             0.98035,             0.96739,             0.99227,             0.82479,            0.026206,            0.059102,          0.00064573,            0.004027,            0.004027,            0.004027
                 183,            0.037399,            0.095507,           0.0014898,             0.97768,             0.97426,             0.99256,             0.73904,            0.030546,            0.060654,          0.00063725,            0.003994,            0.003994,            0.003994
                 184,            0.035525,            0.087143,           0.0014999,             0.98308,             0.97619,             0.99362,             0.81848,            0.026402,            0.056338,          0.00063124,            0.003961,            0.003961,            0.003961
                 185,            0.034414,             0.08621,           0.0016748,             0.98002,             0.97619,             0.99343,             0.79254,            0.026476,            0.056406,          0.00062675,            0.003928,            0.003928,            0.003928
                 186,            0.034155,            0.083462,           0.0013095,             0.98237,             0.97809,             0.99339,              0.8018,            0.026307,            0.056133,           0.0006279,            0.003895,            0.003895,            0.003895
                 187,            0.037225,            0.091307,           0.0013669,             0.97197,             0.98485,             0.99351,             0.82018,             0.02876,            0.058691,          0.00063505,            0.003862,            0.003862,            0.003862
                 188,            0.035882,            0.086184,          0.00098638,             0.97518,              0.9849,             0.99367,             0.82018,            0.026202,             0.05627,          0.00063639,            0.003829,            0.003829,            0.003829
                 189,            0.032829,            0.082338,            0.001232,             0.96659,             0.98701,             0.99343,             0.79334,            0.025861,            0.056543,          0.00062952,            0.003796,            0.003796,            0.003796
                 190,            0.033153,            0.083575,           0.0013376,             0.97257,             0.97747,             0.99306,             0.80218,            0.026236,            0.056523,          0.00061007,            0.003763,            0.003763,            0.003763
                 191,            0.034103,            0.083411,           0.0013162,             0.97882,             0.97186,              0.9935,              0.8369,            0.026457,            0.056416,          0.00059948,             0.00373,             0.00373,             0.00373
                 192,            0.035956,            0.090834,           0.0012261,             0.96747,             0.98694,             0.99308,             0.81436,            0.026819,            0.058027,            0.000597,            0.003697,            0.003697,            0.003697
                 193,            0.036919,            0.093514,           0.0013935,             0.97392,             0.98491,              0.9933,             0.75956,            0.028043,            0.058223,          0.00058193,            0.003664,            0.003664,            0.003664
                 194,            0.034576,            0.086397,            0.001441,             0.97418,             0.98485,             0.99352,             0.79338,            0.026085,            0.058281,          0.00057602,            0.003631,            0.003631,            0.003631
                 195,            0.037017,            0.091743,            0.001817,             0.97725,             0.98485,             0.99382,             0.79177,            0.025876,            0.057061,           0.0005702,            0.003598,            0.003598,            0.003598
                 196,            0.034116,            0.084302,            0.001469,             0.97588,             0.98485,             0.99369,             0.78448,            0.026593,            0.056738,           0.0005578,            0.003565,            0.003565,            0.003565
                 197,             0.03542,            0.084429,           0.0010443,             0.97838,             0.98052,             0.99366,             0.79545,            0.026541,            0.056885,          0.00055447,            0.003532,            0.003532,            0.003532
                 198,            0.037043,            0.088085,           0.0012847,             0.98008,             0.97619,             0.99305,             0.80182,            0.026647,             0.05873,          0.00056877,            0.003499,            0.003499,            0.003499
                 199,            0.036451,            0.090989,            0.001655,              0.9803,             0.97619,             0.99324,             0.78495,            0.028756,            0.060791,          0.00058994,            0.003466,            0.003466,            0.003466
                 200,            0.037437,            0.092427,           0.0017231,             0.96412,             0.99144,             0.99354,             0.81728,            0.025383,            0.057441,          0.00059719,            0.003433,            0.003433,            0.003433
                 201,            0.034712,            0.088405,           0.0013988,             0.97608,             0.98485,             0.99401,             0.76893,            0.026457,            0.058047,          0.00058832,              0.0034,              0.0034,              0.0034
                 202,            0.033913,            0.084032,           0.0018603,              0.9776,             0.98366,             0.99384,             0.81373,            0.026028,            0.058037,          0.00057535,            0.003367,            0.003367,            0.003367
                 203,            0.035156,            0.085743,           0.0013619,             0.97657,             0.98202,              0.9935,             0.78508,            0.028511,            0.058496,          0.00056477,            0.003334,            0.003334,            0.003334
                 204,            0.035888,            0.090669,           0.0012463,             0.97883,             0.98236,             0.99395,             0.82352,            0.025381,            0.056953,          0.00057106,            0.003301,            0.003301,            0.003301
                 205,            0.033851,            0.085085,            0.001038,             0.98238,             0.98178,             0.99384,             0.78019,             0.02728,            0.057412,          0.00056067,            0.003268,            0.003268,            0.003268
                 206,            0.036327,             0.09131,           0.0014109,             0.98098,             0.98268,             0.99388,              0.8135,            0.025141,            0.056895,           0.0005764,            0.003235,            0.003235,            0.003235
                 207,            0.034489,            0.084203,           0.0012218,             0.97654,             0.98489,             0.99398,             0.79978,            0.025759,            0.055576,          0.00057983,            0.003202,            0.003202,            0.003202
                 208,            0.032966,            0.085869,           0.0012048,             0.98173,             0.98485,             0.99396,             0.80623,            0.026448,            0.058047,          0.00057878,            0.003169,            0.003169,            0.003169
                 209,            0.034009,            0.084349,           0.0011576,             0.97517,             0.98485,             0.99388,             0.81037,            0.024986,            0.054561,          0.00057087,            0.003136,            0.003136,            0.003136
                 210,            0.032924,            0.082724,           0.0011198,             0.97434,             0.98701,             0.99347,             0.83124,            0.024859,            0.055264,          0.00055895,            0.003103,            0.003103,            0.003103
                 211,            0.032044,            0.080485,            0.001381,             0.97053,             0.98676,             0.99357,              0.8005,            0.026129,            0.056592,          0.00053921,             0.00307,             0.00307,             0.00307
                 212,            0.035726,            0.092343,             0.00139,             0.97131,             0.98268,              0.9932,             0.79397,            0.027399,            0.057783,          0.00053816,            0.003037,            0.003037,            0.003037
                 213,            0.033452,            0.083856,           0.0012364,             0.97375,             0.98426,             0.99344,             0.81434,            0.025242,            0.056475,          0.00053792,            0.003004,            0.003004,            0.003004
                 214,            0.036838,            0.094274,           0.0013179,             0.97771,             0.98287,             0.99353,             0.80172,            0.028329,            0.058076,          0.00052943,            0.002971,            0.002971,            0.002971
                 215,            0.034556,            0.082939,           0.0013983,             0.97285,             0.98701,              0.9936,             0.83466,            0.025279,            0.055596,          0.00052891,            0.002938,            0.002938,            0.002938
                 216,            0.035423,            0.083489,           0.0010722,             0.97581,             0.98653,             0.99365,             0.81146,            0.025356,            0.055635,          0.00052977,            0.002905,            0.002905,            0.002905
                 217,            0.033571,            0.085207,           0.0010681,             0.97374,              0.9851,             0.99365,             0.80901,            0.026495,             0.05709,          0.00051775,            0.002872,            0.002872,            0.002872
                 218,            0.036517,            0.089944,           0.0013344,             0.98194,             0.97769,             0.99344,             0.80792,            0.025669,            0.056162,           0.0005177,            0.002839,            0.002839,            0.002839
                 219,             0.03217,             0.08111,           0.0013184,             0.97916,             0.97752,             0.99332,             0.81388,             0.02614,            0.057236,          0.00051632,            0.002806,            0.002806,            0.002806
                 220,            0.034625,            0.087693,           0.0012419,             0.97598,             0.97834,             0.99318,             0.81397,            0.025975,            0.055859,          0.00051517,            0.002773,            0.002773,            0.002773
                 221,              0.0349,            0.090444,           0.0011446,             0.97852,             0.98268,             0.99315,             0.80316,              0.0256,            0.055713,          0.00051708,             0.00274,             0.00274,             0.00274
                 222,            0.034124,            0.084982,           0.0011824,              0.9815,             0.98361,             0.99338,             0.83702,            0.025477,             0.05583,          0.00051703,            0.002707,            0.002707,            0.002707
                 223,            0.032458,            0.082479,            0.001166,             0.97828,             0.98268,             0.99341,             0.80131,            0.026392,            0.056426,          0.00051761,            0.002674,            0.002674,            0.002674
                 224,            0.034814,            0.085252,           0.0012862,             0.97806,             0.98268,             0.99352,             0.81829,            0.025232,            0.055381,          0.00052075,            0.002641,            0.002641,            0.002641
                 225,            0.033518,            0.084979,            0.001542,             0.97764,             0.98268,             0.99353,             0.82263,            0.025485,            0.055674,          0.00052075,            0.002608,            0.002608,            0.002608
                 226,            0.032863,            0.083063,            0.001217,              0.9779,             0.98268,             0.99368,             0.82311,            0.025814,            0.055498,          0.00051503,            0.002575,            0.002575,            0.002575
                 227,            0.033566,            0.085791,             0.00126,             0.98044,             0.98344,             0.99376,             0.83612,            0.025201,            0.054902,          0.00050793,            0.002542,            0.002542,            0.002542
                 228,            0.034077,            0.087505,           0.0012701,              0.9747,             0.98129,             0.99359,             0.81651,            0.025323,            0.055059,          0.00050192,            0.002509,            0.002509,            0.002509
                 229,            0.033965,            0.083859,           0.0011701,             0.97905,             0.97403,             0.99333,             0.81448,            0.026054,            0.055918,          0.00050378,            0.002476,            0.002476,            0.002476
                 230,             0.03232,            0.082286,            0.001104,             0.97565,             0.97565,              0.9931,             0.82141,            0.025656,            0.055713,          0.00049949,            0.002443,            0.002443,            0.002443
                 231,            0.036179,            0.086494,           0.0013579,             0.97667,             0.97828,             0.99308,             0.82284,            0.025336,            0.055918,           0.0005002,             0.00241,             0.00241,             0.00241
                 232,            0.034855,             0.08655,           0.0013875,             0.97529,             0.97835,             0.99306,             0.83965,            0.025695,            0.056182,          0.00050797,            0.002377,            0.002377,            0.002377
                 233,            0.032891,            0.084815,             0.00122,             0.97736,             0.97879,             0.99324,             0.83386,             0.02476,            0.055254,           0.0005074,            0.002344,            0.002344,            0.002344
                 234,            0.032924,            0.084592,           0.0013488,             0.97702,             0.98092,             0.99314,             0.82341,            0.024896,              0.0554,          0.00050502,            0.002311,            0.002311,            0.002311
                 235,            0.032034,            0.079919,           0.0011322,             0.97699,             0.97832,             0.99297,             0.82818,            0.026566,            0.056885,          0.00049863,            0.002278,            0.002278,            0.002278
                 236,            0.033468,            0.081986,            0.001171,             0.97372,             0.98052,             0.99293,             0.81505,            0.025494,            0.055889,          0.00049248,            0.002245,            0.002245,            0.002245
                 237,            0.032331,            0.079764,           0.0014893,             0.97784,             0.97835,             0.99303,             0.82599,            0.024474,              0.0546,          0.00048285,            0.002212,            0.002212,            0.002212
                 238,             0.03203,            0.079871,          0.00099317,             0.97624,             0.97946,             0.99296,             0.83839,            0.025061,            0.054834,          0.00047522,            0.002179,            0.002179,            0.002179
                 239,            0.032672,            0.085784,           0.0012169,             0.97894,             0.97835,             0.99303,             0.82963,              0.0246,            0.054766,          0.00047336,            0.002146,            0.002146,            0.002146
                 240,            0.033475,            0.084344,           0.0014724,             0.98005,             0.98051,             0.99324,             0.81357,             0.02579,            0.055186,          0.00046778,            0.002113,            0.002113,            0.002113
                 241,            0.032219,            0.083394,            0.001162,             0.98067,             0.97959,             0.99355,             0.82773,            0.024423,             0.05373,          0.00046291,             0.00208,             0.00208,             0.00208
                 242,            0.032635,            0.080318,           0.0011721,             0.98101,             0.97586,             0.99362,             0.82635,            0.024941,            0.054063,          0.00045881,            0.002047,            0.002047,            0.002047
                 243,            0.032236,            0.083606,           0.0014829,             0.97407,             0.97929,             0.99353,             0.81974,            0.024874,            0.053887,          0.00045271,            0.002014,            0.002014,            0.002014
                 244,            0.032557,            0.081063,           0.0014399,             0.97952,             0.97673,             0.99322,              0.8099,            0.025395,            0.054766,          0.00045099,            0.001981,            0.001981,            0.001981
                 245,            0.031367,            0.079099,           0.0012312,             0.97698,             0.97835,             0.99341,             0.81367,             0.02463,            0.053965,          0.00045285,            0.001948,            0.001948,            0.001948
                 246,            0.032416,            0.082618,            0.001257,             0.97845,             0.97619,             0.99322,              0.8237,            0.024548,            0.054326,          0.00045056,            0.001915,            0.001915,            0.001915
                 247,            0.031878,            0.079856,           0.0011107,             0.97284,             0.97835,             0.99339,             0.84152,            0.024324,            0.053662,          0.00044656,            0.001882,            0.001882,            0.001882
                 248,            0.032568,            0.083096,           0.0010448,             0.97642,             0.97835,             0.99336,             0.82074,            0.024293,            0.053848,          0.00044141,            0.001849,            0.001849,            0.001849
                 249,            0.033377,             0.08679,           0.0011762,             0.98033,             0.97835,             0.99361,             0.82602,            0.024769,            0.054385,          0.00043507,            0.001816,            0.001816,            0.001816
                 250,            0.034986,            0.090137,           0.0014792,             0.97345,             0.98254,             0.99349,             0.81953,            0.024521,            0.054248,          0.00043216,            0.001783,            0.001783,            0.001783
                 251,            0.031462,            0.079112,           0.0010614,              0.9744,             0.98268,             0.99364,             0.80647,            0.025838,            0.055693,           0.0004293,             0.00175,             0.00175,             0.00175
                 252,            0.030804,            0.076319,           0.0012585,              0.9727,             0.98052,             0.99356,             0.80567,             0.02574,            0.055371,          0.00042782,            0.001717,            0.001717,            0.001717
                 253,            0.032693,            0.086185,           0.0011415,             0.97307,             0.98047,             0.99334,              0.8231,            0.025155,            0.054502,          0.00042539,            0.001684,            0.001684,            0.001684
                 254,            0.033193,            0.082253,            0.001142,             0.97458,             0.98176,             0.99352,             0.84088,            0.024653,            0.054258,            0.000423,            0.001651,            0.001651,            0.001651
                 255,            0.034448,            0.086976,            0.001179,             0.98048,             0.97619,             0.99347,             0.82323,            0.025175,            0.055195,           0.0004189,            0.001618,            0.001618,            0.001618
                 256,            0.030572,            0.077071,           0.0012419,             0.97814,             0.97375,             0.99317,             0.83544,            0.024569,            0.054521,          0.00041819,            0.001585,            0.001585,            0.001585
                 257,            0.029735,            0.075969,            0.001041,             0.97551,              0.9755,              0.9931,             0.85208,            0.024499,            0.054717,          0.00041451,            0.001552,            0.001552,            0.001552
                 258,            0.033228,            0.084211,             0.00131,             0.97657,             0.97835,             0.99337,             0.84614,            0.024317,            0.054424,          0.00040989,            0.001519,            0.001519,            0.001519
                 259,            0.031628,            0.078754,            0.001059,             0.97547,             0.97442,             0.99335,             0.82696,            0.024326,            0.053945,          0.00040779,            0.001486,            0.001486,            0.001486
                 260,            0.030328,            0.078126,          0.00097812,             0.97658,              0.9778,             0.99366,             0.83926,            0.024266,             0.05417,          0.00040693,            0.001453,            0.001453,            0.001453
                 261,             0.03076,            0.077515,          0.00091181,             0.97625,             0.97728,             0.99364,             0.82219,              0.0244,            0.053809,          0.00040536,             0.00142,             0.00142,             0.00142
                 262,              0.0335,            0.088797,            0.001025,             0.97668,             0.97463,             0.99377,             0.83701,            0.024217,            0.053984,          0.00040336,            0.001387,            0.001387,            0.001387
                 263,            0.029997,            0.075308,           0.0010195,             0.97996,              0.9734,             0.99362,             0.84302,            0.024451,             0.05376,          0.00039945,            0.001354,            0.001354,            0.001354
                 264,            0.031107,            0.080062,          0.00082107,             0.97771,             0.97284,             0.99375,             0.83744,            0.024371,            0.053281,          0.00039549,            0.001321,            0.001321,            0.001321
                 265,            0.031124,            0.080489,           0.0011736,             0.97705,              0.9744,             0.99383,             0.81479,            0.024367,            0.053408,          0.00039301,            0.001288,            0.001288,            0.001288
                 266,             0.03272,            0.085182,           0.0012567,             0.97588,             0.98268,             0.99375,              0.8154,            0.024826,            0.053779,          0.00039115,            0.001255,            0.001255,            0.001255
                 267,            0.030691,            0.077969,           0.0012025,             0.97659,             0.98104,             0.99387,              0.8318,            0.024157,             0.05376,          0.00038691,            0.001222,            0.001222,            0.001222
                 268,            0.029834,            0.074561,           0.0010053,             0.97436,             0.98722,             0.99379,             0.82132,            0.024071,            0.053174,          0.00038161,            0.001189,            0.001189,            0.001189
                 269,            0.030789,            0.078306,           0.0012132,             0.97405,             0.98727,             0.99376,             0.82664,            0.024058,            0.053174,          0.00037827,            0.001156,            0.001156,            0.001156
                 270,            0.031596,            0.079565,          0.00095183,              0.9698,             0.98918,             0.99363,             0.84752,            0.024107,            0.053281,          0.00037708,            0.001123,            0.001123,            0.001123
                 271,            0.030593,            0.078517,          0.00098384,             0.97112,             0.98509,             0.99361,             0.82687,            0.024732,            0.054238,          0.00037799,             0.00109,             0.00109,             0.00109
                 272,            0.033969,            0.083644,           0.0012251,             0.96801,             0.99002,             0.99361,             0.82773,            0.024711,            0.054512,          0.00037918,            0.001057,            0.001057,            0.001057
                 273,            0.030508,            0.079232,           0.0012184,             0.96854,             0.98925,             0.99371,             0.82008,            0.024203,            0.053428,          0.00037837,            0.001024,            0.001024,            0.001024
                 274,            0.032438,            0.083849,           0.0011647,             0.96861,             0.98811,             0.99367,             0.82442,            0.024065,            0.053066,          0.00037541,            0.000991,            0.000991,            0.000991
                 275,            0.031327,            0.078717,           0.0012136,             0.96718,             0.98795,             0.99356,             0.83496,            0.024057,            0.053125,          0.00037384,            0.000958,            0.000958,            0.000958
                 276,            0.033718,             0.08935,           0.0012562,             0.96707,             0.98983,             0.99363,             0.82972,            0.023868,            0.052832,          0.00037184,            0.000925,            0.000925,            0.000925
                 277,              0.0303,             0.07751,           0.0010086,             0.97108,             0.99051,              0.9938,             0.83535,            0.024601,            0.053721,          0.00037007,            0.000892,            0.000892,            0.000892
                 278,            0.031087,              0.0783,           0.0010701,             0.96874,             0.98794,             0.99364,              0.8341,             0.02398,            0.053369,           0.0003684,            0.000859,            0.000859,            0.000859
                 279,            0.030833,            0.077435,           0.0012574,             0.97288,             0.98672,             0.99365,             0.83522,            0.024033,            0.053779,          0.00036745,            0.000826,            0.000826,            0.000826
                 280,             0.03076,            0.076642,           0.0009258,             0.97047,             0.98507,             0.99371,             0.83318,            0.024259,             0.05457,          0.00036712,            0.000793,            0.000793,            0.000793
                 281,            0.029472,             0.07515,           0.0010502,             0.97623,             0.97928,             0.99368,             0.82419,            0.024261,             0.05415,           0.0003655,             0.00076,             0.00076,             0.00076
                 282,            0.030722,             0.08019,           0.0013362,             0.97402,             0.97874,             0.99368,             0.84799,            0.024068,            0.053809,          0.00036449,            0.000727,            0.000727,            0.000727
                 283,            0.031442,            0.081731,          0.00095572,             0.97686,             0.97833,             0.99364,             0.83882,            0.024132,             0.05376,          0.00036387,            0.000694,            0.000694,            0.000694
                 284,            0.032397,            0.083574,           0.0010008,             0.97858,             0.97277,             0.99349,             0.82517,            0.024288,            0.053799,           0.0003623,            0.000661,            0.000661,            0.000661
                 285,            0.031065,            0.080626,           0.0010096,             0.97837,             0.97335,             0.99351,             0.84458,            0.023977,            0.053389,          0.00036197,            0.000628,            0.000628,            0.000628
                 286,            0.029747,            0.074997,           0.0012733,             0.97403,             0.97835,             0.99363,             0.83857,            0.024011,            0.053516,          0.00036178,            0.000595,            0.000595,            0.000595
                 287,            0.032825,            0.084469,           0.0011593,             0.97534,             0.97835,             0.99352,             0.83218,            0.024099,            0.053506,           0.0003602,            0.000562,            0.000562,            0.000562
                 288,            0.031577,            0.082377,           0.0010679,             0.97755,             0.97471,             0.99351,             0.83395,            0.024072,            0.053428,          0.00035872,            0.000529,            0.000529,            0.000529
                 289,            0.030849,             0.07926,           0.0011592,             0.97062,             0.98109,             0.99361,             0.83535,            0.023934,            0.053301,          0.00035744,            0.000496,            0.000496,            0.000496
                 290,            0.032456,            0.083593,           0.0010819,             0.97727,             0.97886,             0.99354,             0.83596,            0.023971,            0.053271,          0.00035686,            0.000463,            0.000463,            0.000463
                 291,            0.030598,            0.077431,          0.00094623,             0.97767,             0.97823,             0.99349,             0.84742,             0.02393,            0.053262,          0.00035563,             0.00043,             0.00043,             0.00043
                 292,            0.031167,            0.079256,          0.00099577,             0.97751,             0.97901,             0.99351,             0.84074,            0.023913,            0.053301,          0.00035405,            0.000397,            0.000397,            0.000397
                 293,            0.032854,            0.086249,           0.0010023,             0.97551,             0.98052,             0.99349,             0.84395,            0.023822,            0.053086,          0.00035162,            0.000364,            0.000364,            0.000364
                 294,            0.030812,            0.079259,          0.00090884,             0.97727,              0.9784,              0.9935,             0.84002,            0.023826,            0.053125,          0.00035062,            0.000331,            0.000331,            0.000331
                 295,            0.031245,            0.078579,           0.0010312,             0.97726,             0.97885,             0.99351,             0.83922,            0.023819,            0.053193,          0.00034914,            0.000298,            0.000298,            0.000298
                 296,            0.031329,            0.079429,           0.0011472,             0.97741,             0.97878,             0.99353,             0.83868,            0.023836,            0.053242,          0.00034752,            0.000265,            0.000265,            0.000265
                 297,            0.029242,            0.075616,          0.00073283,             0.97734,             0.97994,             0.99355,             0.83994,            0.023848,            0.053242,          0.00034733,            0.000232,            0.000232,            0.000232
                 298,            0.031284,            0.079349,          0.00084429,             0.97725,             0.98003,             0.99352,             0.84073,            0.023891,             0.05334,          0.00034671,            0.000199,            0.000199,            0.000199
                 299,            0.030046,            0.075736,          0.00091074,             0.97507,             0.98021,             0.99334,             0.83958,            0.023892,             0.05334,          0.00034642,            0.000166,            0.000166,            0.000166
